pass,process,fets_lib,res_lib,mimcap_lib,temp_c,vdd_v,trim_code,trim_hex,f_hz,f_mhz,period_s,status,tstop_ns,log,note
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,0,0x00,2.781986e+07,27.819860,3.594554e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0x00.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,16,0x10,2.782990e+07,27.829900,3.593257e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0x10.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,32,0x20,2.783464e+07,27.834640,3.592646e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0x20.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,48,0x30,2.781300e+07,27.813000,3.595440e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0x30.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,64,0x40,2.902872e+07,29.028720,3.444864e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0x40.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,80,0x50,2.900862e+07,29.008620,3.447252e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0x50.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,96,0x60,2.902046e+07,29.020460,3.445844e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0x60.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,112,0x70,2.902317e+07,29.023170,3.445523e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0x70.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,128,0x80,3.852116e+07,38.521160,2.595976e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0x80.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,144,0x90,3.851231e+07,38.512310,2.596573e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0x90.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,160,0xA0,3.989249e+07,39.892490,2.506737e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0xA0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,176,0xB0,3.995176e+07,39.951760,2.503018e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0xB0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,192,0xC0,4.765905e+07,47.659050,2.098237e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0xC0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,208,0xD0,4.880410e+07,48.804100,2.049008e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0xD0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,224,0xE0,5.341615e+07,53.416150,1.872093e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0xE0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,240,0xF0,5.611408e+07,56.114080,1.782084e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0xF0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,255,0xFF,5.757940e+07,57.579400,1.736732e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0xFF.log,f vs. trim code at tt / 27 C / 3.3 V
pretrim,tt,typical,res_typical,mimcap_typical,-40,3,128,0x80,3.403774e+07,34.037740,2.937915e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T-040C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,-40,3.3,128,0x80,3.585423e+07,35.854230,2.789071e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T-040C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,-40,3.6,128,0x80,3.731196e+07,37.311960,2.680106e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T-040C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,27,3,128,0x80,3.681135e+07,36.811350,2.716554e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,27,3.3,128,0x80,3.852116e+07,38.521160,2.595976e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,27,3.6,128,0x80,4.002034e+07,40.020340,2.498730e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+027C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,85,3,128,0x80,4.328177e+07,43.281770,2.310442e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+085C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,85,3.3,128,0x80,4.225262e+07,42.252620,2.366717e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+085C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,85,3.6,128,0x80,4.247513e+07,42.475130,2.354319e-08,ok,1200,sim/pvt/corners/20260921T065703Z/tt_T+085C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,-40,3,128,0x80,4.820835e+07,48.208350,2.074329e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ff_T-040C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,-40,3.3,128,0x80,5.034720e+07,50.347200,1.986208e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ff_T-040C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,-40,3.6,128,0x80,5.215753e+07,52.157530,1.917269e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ff_T-040C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,27,3,128,0x80,5.334998e+07,53.349980,1.874415e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ff_T+027C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,27,3.3,128,0x80,5.430892e+07,54.308920,1.841318e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ff_T+027C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,27,3.6,128,0x80,5.590025e+07,55.900250,1.788901e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ff_T+027C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,85,3,128,0x80,6.996436e+07,69.964360,1.429299e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ff_T+085C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,85,3.3,128,0x80,6.587909e+07,65.879090,1.517932e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ff_T+085C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,85,3.6,128,0x80,6.289482e+07,62.894820,1.589956e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ff_T+085C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ss,ss,res_ss,mimcap_ss,-40,3,128,0x80,2.428846e+07,24.288460,4.117182e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ss_T-040C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ss,ss,res_ss,mimcap_ss,-40,3.3,128,0x80,2.637864e+07,26.378640,3.790945e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ss_T-040C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ss,ss,res_ss,mimcap_ss,-40,3.6,128,0x80,2.774674e+07,27.746740,3.604027e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ss_T-040C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ss,ss,res_ss,mimcap_ss,27,3,128,0x80,2.670696e+07,26.706960,3.744342e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ss_T+027C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ss,ss,res_ss,mimcap_ss,27,3.3,128,0x80,2.850524e+07,28.505240,3.508127e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ss_T+027C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ss,ss,res_ss,mimcap_ss,27,3.6,128,0x80,2.981419e+07,29.814190,3.354107e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ss_T+027C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ss,ss,res_ss,mimcap_ss,85,3,128,0x80,2.949024e+07,29.490240,3.390953e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ss_T+085C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ss,ss,res_ss,mimcap_ss,85,3.3,128,0x80,3.023701e+07,30.237010,3.307205e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ss_T+085C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ss,ss,res_ss,mimcap_ss,85,3.6,128,0x80,3.131445e+07,31.314450,3.193414e-08,ok,1200,sim/pvt/corners/20260921T065703Z/ss_T+085C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,fs,fs,res_typical,mimcap_typical,-40,3,128,0x80,3.586992e+07,35.869920,2.787851e-08,ok,1200,sim/pvt/corners/20260921T065703Z/fs_T-040C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
