pass,process,fets_lib,res_lib,mimcap_lib,temp_c,vdd_v,trim_code,trim_hex,f_hz,f_mhz,period_s,status,tstop_ns,log,note
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,0,0x00,1.772800e+07,17.728000,5.640795e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0x00.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,16,0x10,1.780523e+07,17.805230,5.616327e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0x10.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,32,0x20,1.807844e+07,18.078440,5.531450e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0x20.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,48,0x30,1.818195e+07,18.181950,5.499959e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0x30.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,64,0x40,1.880403e+07,18.804030,5.318009e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0x40.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,80,0x50,1.896131e+07,18.961310,5.273899e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0x50.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,96,0x60,1.932036e+07,19.320360,5.175886e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0x60.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,112,0x70,1.950513e+07,19.505130,5.126857e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0x70.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,128,0x80,2.019050e+07,20.190500,4.952824e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0x80.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,144,0x90,2.041910e+07,20.419100,4.897376e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0x90.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,160,0xA0,2.080870e+07,20.808700,4.805682e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0xA0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,176,0xB0,2.106253e+07,21.062530,4.747768e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0xB0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,192,0xC0,2.150471e+07,21.504710,4.650143e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0xC0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,208,0xD0,2.168781e+07,21.687810,4.610885e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0xD0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,224,0xE0,2.206312e+07,22.063120,4.532451e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0xE0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,240,0xF0,2.221968e+07,22.219680,4.500515e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0xF0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,255,0xFF,2.137606e+07,21.376060,4.678130e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p3_code0xFF.log,f vs. trim code at tt / 27 C / 3.3 V
pretrim,tt,typical,res_typical,mimcap_typical,-40,3,128,0x80,1.839202e+07,18.392020,5.437141e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T-040C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,-40,3.3,128,0x80,1.909552e+07,19.095520,5.236829e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T-040C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,-40,3.6,128,0x80,1.961796e+07,19.617960,5.097369e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T-040C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,27,3,128,0x80,1.950190e+07,19.501900,5.127706e-08,ok,4000,sim/pvt/corners/20260905T211140Z/tt_T+027C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
