pass,process,fets_lib,res_lib,mimcap_lib,temp_c,vdd_v,trim_code,trim_hex,f_hz,f_mhz,period_s,status,tstop_ns,log,note
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,0,0x00,2.633751e+07,26.337510,3.796865e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x00.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,15,0x0F,2.752084e+07,27.520840,3.633610e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x0F.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,16,0x10,2.765226e+07,27.652260,3.616341e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x10.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,31,0x1F,2.895606e+07,28.956060,3.453509e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x1F.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,32,0x20,2.917089e+07,29.170890,3.428075e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x20.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,48,0x30,3.082233e+07,30.822330,3.244401e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x30.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,63,0x3F,3.247172e+07,32.471720,3.079603e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x3F.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,64,0x40,3.259885e+07,32.598850,3.067592e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x40.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,80,0x50,3.463723e+07,34.637230,2.887067e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x50.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,96,0x60,3.701748e+07,37.017480,2.701426e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x60.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,112,0x70,3.972367e+07,39.723670,2.517391e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x70.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,127,0x7F,4.254625e+07,42.546250,2.350383e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x7F.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,128,0x80,3.994836e+07,39.948360,2.503232e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x80.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,144,0x90,4.323571e+07,43.235710,2.312903e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x90.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,160,0xA0,4.724588e+07,47.245880,2.116586e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0xA0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,176,0xB0,5.190602e+07,51.906020,1.926559e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0xB0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,191,0xBF,5.713838e+07,57.138380,1.750137e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0xBF.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,192,0xC0,5.545403e+07,55.454030,1.803296e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0xC0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,208,0xD0,6.213347e+07,62.133470,1.609439e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0xD0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,223,0xDF,6.983620e+07,69.836200,1.431922e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0xDF.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,224,0xE0,6.885112e+07,68.851120,1.452409e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0xE0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,239,0xEF,7.758242e+07,77.582420,1.288952e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0xEF.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,240,0xF0,7.736882e+07,77.368820,1.292510e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0xF0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,255,0xFF,8.322925e+07,83.229250,1.201501e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0xFF.log,f vs. trim code at tt / 27 C / 3.3 V
pretrim,tt,typical,res_typical,mimcap_typical,-40,3,128,0x80,3.738788e+07,37.387880,2.674664e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T-040C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,-40,3.3,128,0x80,3.764162e+07,37.641620,2.656633e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T-040C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,-40,3.6,128,0x80,3.797088e+07,37.970880,2.633597e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T-040C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,27,3,128,0x80,3.965342e+07,39.653420,2.521851e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,27,3.3,128,0x80,3.994836e+07,39.948360,2.503232e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,27,3.6,128,0x80,4.014768e+07,40.147680,2.490804e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+027C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,85,3,128,0x80,4.133395e+07,41.333950,2.419319e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+085C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,85,3.3,128,0x80,4.149456e+07,41.494560,2.409955e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+085C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,85,3.6,128,0x80,4.168960e+07,41.689600,2.398680e-08,ok,1200,sim/pvt/corners/20260923T030125Z/tt_T+085C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,-40,3,128,0x80,4.955988e+07,49.559880,2.017761e-08,ok,1200,sim/pvt/corners/20260923T030125Z/ff_T-040C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,-40,3.3,128,0x80,5.005222e+07,50.052220,1.997913e-08,ok,1200,sim/pvt/corners/20260923T030125Z/ff_T-040C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
