variant,process,temp_c,vdd_v,code,iq_op_ua,iq_run_ua,f_mhz,log
as-committed,sf,85.0,3.0,0xFF,528.0936,328.593,47.65686674687318,sf_T+085C_V3p0_code0xFF.log
as-committed,sf,85.0,3.3,0xFF,630.3322,367.361,52.843285837788024,sf_T+085C_V3p3_code0xFF.log
as-committed,sf,85.0,3.6,0xFF,742.2954,410.147,57.88284800977063,sf_T+085C_V3p6_code0xFF.log
as-committed,rc_f,-40.0,3.0,0xFF,419.6001,301.59,59.25862716723614,rc_f_T-040C_V3p0_code0xFF.log
as-committed,rc_f,-40.0,3.3,0xFF,633.1295,347.255,66.66131154130618,rc_f_T-040C_V3p3_code0xFF.log
as-committed,rc_f,-40.0,3.6,0xFF,785.2744,401.695,73.76965131298914,rc_f_T-040C_V3p6_code0xFF.log
as-committed,rc_f,27.0,3.0,0xFF,560.7569,376.363,62.760298337354186,rc_f_T+027C_V3p0_code0xFF.log
as-committed,rc_f,27.0,3.3,0xFF,678.9565,424.593,69.56202358709096,rc_f_T+027C_V3p3_code0xFF.log
as-committed,rc_f,27.0,3.6,0xFF,809.5405,478.783,76.37004033865531,rc_f_T+027C_V3p6_code0xFF.log
as-committed,rc_f,85.0,3.0,0xFF,620.4685,442.182,70.72633470318456,rc_f_T+085C_V3p0_code0xFF.log
as-committed,rc_f,85.0,3.3,0xFF,741.0535,501.105,74.1124753159137,rc_f_T+085C_V3p3_code0xFF.log
as-committed,rc_f,85.0,3.6,0xFF,863.2783,558.851,79.25814377427278,rc_f_T+085C_V3p6_code0xFF.log
as-committed,rc_s,-40.0,3.0,0xFF,414.3587,196.363,39.63755420435537,rc_s_T-040C_V3p0_code0xFF.log
as-committed,rc_s,-40.0,3.3,0xFF,337.7959,233.456,44.626709844496006,rc_s_T-040C_V3p3_code0xFF.log
as-committed,rc_s,-40.0,3.6,0xFF,693.114,278.322,49.75396663498998,rc_s_T-040C_V3p6_code0xFF.log
as-committed,rc_s,27.0,3.0,0xFF,434.3082,236.018,42.551290261498956,rc_s_T+027C_V3p0_code0xFF.log
as-committed,rc_s,27.0,3.3,0xFF,546.9061,272.655,47.409014397406544,rc_s_T+027C_V3p3_code0xFF.log
as-committed,rc_s,27.0,3.6,0xFF,671.6531,315.579,52.45889255605692,rc_s_T+027C_V3p6_code0xFF.log
as-committed,rc_s,85.0,3.0,0xFF,463.3284,274.266,44.55312436581412,rc_s_T+085C_V3p0_code0xFF.log
as-committed,rc_s,85.0,3.3,0xFF,564.3778,311.236,49.318042438668705,rc_s_T+085C_V3p3_code0xFF.log
as-committed,rc_s,85.0,3.6,0xFF,675.4248,353.241,54.30809853226933,rc_s_T+085C_V3p6_code0xFF.log
