variant,process,temp_c,vdd_v,code,iq_op_ua,iq_run_ua,f_mhz,log
as-committed,ss,-40.0,3.3,0x00,149.8888,130.429,19.19590282650071,ss_T-040C_V3p3_code0x00.log
as-committed,ss,-40.0,3.6,0x00,505.4194,150.988,19.297270594047177,ss_T-040C_V3p6_code0x00.log
as-committed,ss,27.0,3.0,0x00,309.2845,149.122,20.35919731828653,ss_T+027C_V3p0_code0x00.log
as-committed,ss,27.0,3.3,0x00,398.5084,165.785,20.458014017831204,ss_T+027C_V3p3_code0x00.log
as-committed,ss,27.0,3.6,0x00,499.4996,185.791,20.524356253566108,ss_T+027C_V3p6_code0x00.log
as-committed,ss,85.0,3.0,0x00,338.931,183.821,21.23345117898738,ss_T+085C_V3p0_code0x00.log
as-committed,ss,85.0,3.3,0x00,419.8012,201.015,21.30449556813231,ss_T+085C_V3p3_code0x00.log
as-committed,ss,85.0,3.6,0x00,510.3212,221.253,21.35510985068507,ss_T+085C_V3p6_code0x00.log
as-committed,fs,-40.0,3.0,0x00,415.256,166.134,25.001625105631867,fs_T-040C_V3p0_code0x00.log
as-committed,fs,-40.0,3.3,0x00,544.9457,193.175,25.17021356926213,fs_T-040C_V3p3_code0x00.log
as-committed,fs,-40.0,3.6,0x00,689.1036,224.321,25.25456602553742,fs_T-040C_V3p6_code0x00.log
as-committed,fs,27.0,3.0,0x00,436.8105,209.533,26.552103192093846,fs_T+027C_V3p0_code0x00.log
as-committed,fs,27.0,3.3,0x00,547.4239,235.01,26.60798718559337,fs_T+027C_V3p3_code0x00.log
as-committed,fs,27.0,3.6,0x00,669.333,264.127,26.664960109219678,fs_T+027C_V3p6_code0x00.log
as-committed,fs,85.0,3.0,0x00,468.4152,253.782,28.425403214344595,fs_T+085C_V3p0_code0x00.log
as-committed,fs,85.0,3.3,0x00,567.3233,279.065,27.908015181960256,fs_T+085C_V3p3_code0x00.log
as-committed,fs,85.0,3.6,0x00,675.1516,307.565,27.77515456873517,fs_T+085C_V3p6_code0x00.log
as-committed,sf,-40.0,3.0,0x00,414.9792,150.127,24.229384428259213,sf_T-040C_V3p0_code0x00.log
as-committed,sf,-40.0,3.3,0x00,541.5813,173.974,24.281008973046863,sf_T-040C_V3p3_code0x00.log
as-committed,sf,-40.0,3.6,0x00,682.5735,204.712,24.42485571016489,sf_T-040C_V3p6_code0x00.log
as-committed,sf,27.0,3.0,0x00,439.0889,199.429,25.925709878343604,sf_T+027C_V3p0_code0x00.log
as-committed,sf,27.0,3.3,0x00,547.8683,223.873,25.988809218750404,sf_T+027C_V3p3_code0x00.log
as-committed,sf,27.0,3.6,0x00,668.0511,253.463,26.10567315436154,sf_T+027C_V3p6_code0x00.log
as-committed,sf,85.0,3.0,0x00,474.2226,249.549,27.117871897884942,sf_T+085C_V3p0_code0x00.log
as-committed,sf,85.0,3.3,0x00,572.1443,274.748,27.182407545836334,sf_T+085C_V3p3_code0x00.log
as-committed,sf,85.0,3.6,0x00,679.3454,304.193,27.217735076175636,sf_T+085C_V3p6_code0x00.log
as-committed,rc_f,-40.0,3.0,0x00,455.7634,203.934,32.618445731060916,rc_f_T-040C_V3p0_code0x00.log
as-committed,rc_f,-40.0,3.3,0x00,586.5534,231.221,32.798552927844824,rc_f_T-040C_V3p3_code0x00.log
as-committed,rc_f,-40.0,3.6,0x00,732.13,264.942,32.964243684875015,rc_f_T-040C_V3p6_code0x00.log
as-committed,rc_f,27.0,3.0,0x00,501.5445,272.874,34.90243025621874,rc_f_T+027C_V3p0_code0x00.log
as-committed,rc_f,27.0,3.3,0x00,614.1968,300.749,35.01799049261559,rc_f_T+027C_V3p3_code0x00.log
as-committed,rc_f,27.0,3.6,0x00,738.4469,333.519,35.1312327198249,rc_f_T+027C_V3p6_code0x00.log
as-committed,rc_f,85.0,3.0,0x00,560.1432,337.696,37.932165907707244,rc_f_T+085C_V3p0_code0x00.log
as-committed,rc_f,85.0,3.3,0x00,662.6238,372.845,37.118215950068574,rc_f_T+085C_V3p3_code0x00.log
as-committed,rc_f,85.0,3.6,0x00,773.8178,407.235,36.858274406167126,rc_f_T+085C_V3p6_code0x00.log
as-committed,rc_s,-40.0,3.0,0x00,389.4146,127.257,19.371642046923927,rc_s_T-040C_V3p0_code0x00.log
as-committed,rc_s,-40.0,3.3,0x00,516.5543,149.422,19.454477010158154,rc_s_T-040C_V3p3_code0x00.log
as-committed,rc_s,-40.0,3.6,0x00,657.9662,177.409,19.57090784548768,rc_s_T-040C_V3p6_code0x00.log
as-committed,rc_s,27.0,3.0,0x00,400.4173,161.183,20.61364767771799,rc_s_T+027C_V3p0_code0x00.log
as-committed,rc_s,27.0,3.3,0x00,508.7719,183.198,20.702026417855915,rc_s_T+027C_V3p3_code0x00.log
as-committed,rc_s,27.0,3.6,0x00,628.4059,209.994,20.769682909251024,rc_s_T+027C_V3p6_code0x00.log
as-committed,rc_s,85.0,3.0,0x00,420.6372,194.857,21.48950184111307,rc_s_T+085C_V3p0_code0x00.log
as-committed,rc_s,85.0,3.3,0x00,517.3951,217.204,21.55585877463565,rc_s_T+085C_V3p3_code0x00.log
as-committed,rc_s,85.0,3.6,0x00,623.2553,243.399,21.60279799439624,rc_s_T+085C_V3p6_code0x00.log
as-committed,tt,-40.0,3.0,0x80,175.9703,176.7,37.39247326905567,tt_T-040C_V3p0_code0x80.log
as-committed,tt,-40.0,3.3,0x80,146.3312,204.215,37.64167384995277,tt_T-040C_V3p3_code0x80.log
as-committed,tt,-40.0,3.6,0x80,693.0647,237.455,37.97091048547708,tt_T-040C_V3p6_code0x80.log
as-committed,tt,27.0,3.0,0x80,443.6258,223.995,39.68238221276899,tt_T+027C_V3p0_code0x80.log
as-committed,tt,27.0,3.3,0x80,554.4424,251.415,39.94838668440375,tt_T+027C_V3p3_code0x80.log
as-committed,tt,27.0,3.6,0x80,676.7737,283.605,40.14774369680424,tt_T+027C_V3p6_code0x80.log
as-committed,tt,85.0,3.0,0x80,477.5362,271.614,41.340592741418725,tt_T+085C_V3p0_code0x80.log
as-committed,tt,85.0,3.3,0x80,577.1844,299.676,41.49455072812563,tt_T+085C_V3p3_code0x80.log
as-committed,tt,85.0,3.6,0x80,686.2281,331.579,41.689595944436114,tt_T+085C_V3p6_code0x80.log
as-committed,ff,-40.0,3.0,0x80,599.728,253.785,49.59905365005636,ff_T-040C_V3p0_code0x80.log
as-committed,ff,-40.0,3.3,0x80,756.248,294.896,50.052279606048515,ff_T-040C_V3p3_code0x80.log
as-committed,ff,-40.0,3.6,0x80,926.3524,342.567,50.31044057355914,ff_T-040C_V3p6_code0x80.log
as-committed,ff,27.0,3.0,0x80,624.8533,321.376,52.72615301551414,ff_T+027C_V3p0_code0x80.log
as-committed,ff,27.0,3.3,0x80,758.1975,360.951,53.000686888902074,ff_T+027C_V3p3_code0x80.log
as-committed,ff,27.0,3.6,0x80,902.1073,406.228,53.19842213479948,ff_T+027C_V3p6_code0x80.log
as-committed,ff,85.0,3.0,0x80,669.485,390.936,56.03962898403234,ff_T+085C_V3p0_code0x80.log
as-committed,ff,85.0,3.3,0x80,788.1119,431.974,55.45879536286828,ff_T+085C_V3p3_code0x80.log
as-committed,ff,85.0,3.6,0x80,915.2997,475.778,55.315363952968674,ff_T+085C_V3p6_code0x80.log
as-committed,ss,-40.0,3.0,0x80,288.9787,130.09,29.237073193550884,ss_T-040C_V3p0_code0x80.log
as-committed,ss,-40.0,3.3,0x80,354.9972,149.096,29.502441327019806,ss_T-040C_V3p3_code0x80.log
as-committed,ss,-40.0,3.6,0x80,511.3584,172.527,29.707750009283668,ss_T-040C_V3p6_code0x80.log
as-committed,ss,27.0,3.0,0x80,314.5574,166.363,31.01842804810338,ss_T+027C_V3p0_code0x80.log
as-committed,ss,27.0,3.3,0x80,404.4041,185.575,31.29258725546799,ss_T+027C_V3p3_code0x80.log
as-committed,ss,27.0,3.6,0x80,506.0522,208.39,31.49913849856206,ss_T+027C_V3p6_code0x80.log
as-committed,ss,85.0,3.0,0x80,344.5267,201.768,32.237578055235865,ss_T+085C_V3p0_code0x80.log
as-committed,ss,85.0,3.3,0x80,426.0864,221.548,32.478341006341395,ss_T+085C_V3p3_code0x80.log
as-committed,ss,85.0,3.6,0x80,517.338,244.611,32.66255336244655,ss_T+085C_V3p6_code0x80.log
as-committed,fs,-40.0,3.0,0x80,421.0684,186.537,38.18674079985947,fs_T-040C_V3p0_code0x80.log
as-committed,fs,-40.0,3.3,0x80,551.424,216.727,38.49981616337782,fs_T-040C_V3p3_code0x80.log
as-committed,fs,-40.0,3.6,0x80,696.2675,250.926,38.743696884813055,fs_T-040C_V3p6_code0x80.log
as-committed,fs,27.0,3.0,0x80,443.2679,231.239,40.308196470211236,fs_T+027C_V3p0_code0x80.log
as-committed,fs,27.0,3.3,0x80,554.6503,259.782,40.54747196649157,fs_T+027C_V3p3_code0x80.log
as-committed,fs,27.0,3.6,0x80,677.4372,292.248,40.72200107913304,fs_T+027C_V3p6_code0x80.log
as-committed,fs,85.0,3.0,0x80,475.768,276.948,42.89874544763876,fs_T+085C_V3p0_code0x80.log
as-committed,fs,85.0,3.3,0x80,575.4209,305.093,42.330945021415225,fs_T+085C_V3p3_code0x80.log
as-committed,fs,85.0,3.6,0x80,684.3146,336.908,42.18448117306605,fs_T+085C_V3p6_code0x80.log
as-committed,sf,-40.0,3.0,0x80,420.9133,170.519,36.550909934902826,sf_T-040C_V3p0_code0x80.log
as-committed,sf,-40.0,3.3,0x80,548.1968,197.229,36.7651789636999,sf_T-040C_V3p3_code0x80.log
as-committed,sf,-40.0,3.6,0x80,689.9368,231.229,37.00599312058587,sf_T-040C_V3p6_code0x80.log
as-committed,sf,27.0,3.0,0x80,445.595,220.901,38.998365968465926,sf_T+027C_V3p0_code0x80.log
as-committed,sf,27.0,3.3,0x80,555.1705,248.242,39.232456226386965,sf_T+027C_V3p3_code0x80.log
as-committed,sf,27.0,3.6,0x80,676.2158,280.864,39.41042011507842,sf_T+027C_V3p6_code0x80.log
as-committed,sf,85.0,3.0,0x80,481.1686,271.735,40.64635839113584,sf_T+085C_V3p0_code0x80.log
as-committed,sf,85.0,3.3,0x80,579.9994,300.013,40.821491698949664,sf_T+085C_V3p3_code0x80.log
as-committed,sf,85.0,3.6,0x80,688.247,332.471,40.97319533561145,sf_T+085C_V3p6_code0x80.log
as-committed,rc_f,-40.0,3.0,0x80,463.0578,228.417,48.57921581972446,rc_f_T-040C_V3p0_code0x80.log
as-committed,rc_f,-40.0,3.3,0x80,594.7498,259.967,48.92924464255352,rc_f_T-040C_V3p3_code0x80.log
as-committed,rc_f,-40.0,3.6,0x80,741.2503,297.595,49.3750842462375,rc_f_T-040C_V3p6_code0x80.log
as-committed,rc_f,27.0,3.0,0x80,509.6141,299.318,51.682297546873905,rc_f_T+027C_V3p0_code0x80.log
as-committed,rc_f,27.0,3.3,0x80,623.2702,330.817,52.01521236900943,rc_f_T+027C_V3p3_code0x80.log
as-committed,rc_f,27.0,3.6,0x80,748.5822,367.432,52.24181377308402,rc_f_T+027C_V3p6_code0x80.log
as-committed,rc_f,85.0,3.0,0x80,569.3907,366.335,55.86756036140725,rc_f_T+085C_V3p0_code0x80.log
as-committed,rc_f,85.0,3.3,0x80,672.6676,404.641,54.9016615164333,rc_f_T+085C_V3p3_code0x80.log
as-committed,rc_f,85.0,3.6,0x80,785.0098,442.45,54.66733287923003,rc_f_T+085C_V3p6_code0x80.log
as-committed,rc_s,-40.0,3.0,0x80,130.4526,144.465,29.89880748606342,rc_s_T-040C_V3p0_code0x80.log
as-committed,rc_s,-40.0,3.3,0x80,521.9117,169.579,30.134232940634053,rc_s_T-040C_V3p3_code0x80.log
as-committed,rc_s,-40.0,3.6,0x80,663.9122,200.363,30.363066366072307,rc_s_T-040C_V3p6_code0x80.log
as-committed,rc_s,27.0,3.0,0x80,405.7427,179.597,31.69290839481757,rc_s_T+027C_V3p0_code0x80.log
as-committed,rc_s,27.0,3.3,0x80,514.7496,204.255,31.88892449818791,rc_s_T+027C_V3p3_code0x80.log
as-committed,rc_s,27.0,3.6,0x80,635.1155,233.664,32.078476785608316,rc_s_T+027C_V3p6_code0x80.log
as-committed,rc_s,85.0,3.0,0x80,426.374,213.978,32.901934140198435,rc_s_T+085C_V3p0_code0x80.log
as-committed,rc_s,85.0,3.3,0x80,523.9407,238.998,33.06594009774292,rc_s_T+085C_V3p3_code0x80.log
as-committed,rc_s,85.0,3.6,0x80,630.7958,267.899,33.206153764415625,rc_s_T+085C_V3p6_code0x80.log
as-committed,tt,-40.0,3.0,0xC0,76.88231,204.481,51.9010444306676,tt_T-040C_V3p0_code0xC0.log
as-committed,tt,-40.0,3.3,0xC0,559.2457,236.254,52.61953184402518,tt_T-040C_V3p3_code0xC0.log
as-committed,tt,-40.0,3.6,0xC0,704.3972,274.272,53.21410535647863,tt_T-040C_V3p6_code0xC0.log
as-committed,tt,27.0,3.0,0xC0,453.0193,253.245,54.83105455470604,tt_T+027C_V3p0_code0xC0.log
as-committed,tt,27.0,3.3,0xC0,565.2917,285.212,55.45405922327163,tt_T+027C_V3p3_code0xC0.log
as-committed,tt,27.0,3.6,0xC0,689.0941,321.921,55.95942717691965,tt_T+027C_V3p6_code0xC0.log
as-committed,tt,85.0,3.0,0xC0,487.5082,302.016,56.77937182709773,tt_T+085C_V3p0_code0xC0.log
as-committed,tt,85.0,3.3,0xC0,588.6876,334.068,57.34372401612506,tt_T+085C_V3p3_code0xC0.log
as-committed,tt,85.0,3.6,0xC0,699.3731,370.34,57.751608598868,tt_T+085C_V3p6_code0xC0.log
as-committed,ff,-40.0,3.0,0xC0,610.9706,289.665,68.2562873425882,ff_T-040C_V3p0_code0xC0.log
as-committed,ff,-40.0,3.3,0xC0,769.1392,335.907,69.03602921328613,ff_T-040C_V3p3_code0xC0.log
as-committed,ff,-40.0,3.6,0xC0,940.8851,389.074,69.72613318040068,ff_T-040C_V3p6_code0xC0.log
as-committed,ff,27.0,3.0,0xC0,637.1653,358.972,72.1306863775789,ff_T+027C_V3p0_code0xC0.log
as-committed,ff,27.0,3.3,0xC0,772.3779,403.999,72.61602497700794,ff_T+027C_V3p3_code0xC0.log
as-committed,ff,27.0,3.6,0xC0,918.321,454.163,73.00514357739074,ff_T+027C_V3p6_code0xC0.log
as-committed,ff,85.0,3.0,0xC0,683.2441,430.443,76.2115250878814,ff_T+085C_V3p0_code0xC0.log
as-committed,ff,85.0,3.3,0xC0,803.7162,476.38,75.58273342687956,ff_T+085C_V3p3_code0xC0.log
as-committed,ff,85.0,3.6,0xC0,933.1193,525.066,75.65163481291539,ff_T+085C_V3p6_code0xC0.log
as-committed,ss,-40.0,3.0,0xC0,296.1617,152.524,40.84641950498225,ss_T-040C_V3p0_code0xC0.log
as-committed,ss,-40.0,3.3,0xC0,442.432,175.001,41.45601827381285,ss_T-040C_V3p3_code0xC0.log
as-committed,ss,-40.0,3.6,0xC0,520.517,202.169,41.992369986373475,ss_T-040C_V3p6_code0xC0.log
as-committed,ss,27.0,3.0,0xC0,322.141,189.857,43.077239860317746,ss_T+027C_V3p0_code0xC0.log
as-committed,ss,27.0,3.3,0xC0,413.0891,212.699,43.725595651926774,ss_T+027C_V3p3_code0xC0.log
as-committed,ss,27.0,3.6,0xC0,515.9551,239.232,44.21346348597958,ss_T+027C_V3p6_code0xC0.log
as-committed,ss,85.0,3.0,0xC0,352.4147,225.986,44.54461042508698,ss_T+085C_V3p0_code0xC0.log
as-committed,ss,85.0,3.3,0xC0,435.2037,249.498,45.14492310352386,ss_T+085C_V3p3_code0xC0.log
as-committed,ss,85.0,3.6,0xC0,527.7555,276.148,45.657242859549655,ss_T+085C_V3p6_code0xC0.log
as-committed,fs,-40.0,3.0,0xC0,429.8143,214.399,53.42752249365481,fs_T-040C_V3p0_code0xC0.log
as-committed,fs,-40.0,3.3,0xC0,561.5408,249.448,54.15574977010884,fs_T-040C_V3p3_code0xC0.log
as-committed,fs,-40.0,3.6,0xC0,707.6541,288.253,54.75866487423303,fs_T-040C_V3p6_code0xC0.log
as-committed,fs,27.0,3.0,0xC0,452.8284,260.521,56.05192650471397,fs_T+027C_V3p0_code0xC0.log
as-committed,fs,27.0,3.3,0xC0,565.6359,294.008,56.63083350676526,fs_T+027C_V3p3_code0xC0.log
as-committed,fs,27.0,3.6,0xC0,689.8369,331.017,57.08951922061388,fs_T+027C_V3p6_code0xC0.log
as-committed,fs,85.0,3.0,0xC0,486.537,308.169,59.23375802950611,fs_T+085C_V3p0_code0xC0.log
as-committed,fs,85.0,3.3,0xC0,587.3243,340.594,58.70940868177123,fs_T+085C_V3p3_code0xC0.log
as-committed,fs,85.0,3.6,0xC0,697.6823,376.179,58.78044680193223,fs_T+085C_V3p6_code0xC0.log
as-committed,sf,-40.0,3.0,0xC0,429.8208,198.582,50.33079917759474,sf_T-040C_V3p0_code0xC0.log
as-committed,sf,-40.0,3.3,0xC0,151.1621,229.356,50.87889474759363,sf_T-040C_V3p3_code0xC0.log
as-committed,sf,-40.0,3.6,0xC0,701.2845,267.498,51.38398921141762,sf_T-040C_V3p6_code0xC0.log
as-committed,sf,27.0,3.0,0xC0,455.0935,250.165,53.5356266211257,sf_T+027C_V3p0_code0xC0.log
as-committed,sf,27.0,3.3,0xC0,566.0135,281.555,54.0308353977615,sf_T+027C_V3p3_code0xC0.log
as-committed,sf,27.0,3.6,0xC0,688.5169,318.552,54.48259648799735,sf_T+027C_V3p6_code0xC0.log
as-committed,sf,85.0,3.0,0xC0,491.1122,301.839,55.58398058562726,sf_T+085C_V3p0_code0xC0.log
as-committed,sf,85.0,3.3,0xC0,591.429,334.101,56.064983801424546,sf_T+085C_V3p3_code0xC0.log
as-committed,sf,85.0,3.6,0xC0,701.2805,370.972,56.390383860621014,sf_T+085C_V3p6_code0xC0.log
as-committed,rc_f,-40.0,3.0,0xC0,473.5169,261.681,66.05288127622093,rc_f_T-040C_V3p0_code0xC0.log
as-committed,rc_f,-40.0,3.3,0xC0,606.8502,298.579,66.96010818075077,rc_f_T-040C_V3p3_code0xC0.log
as-committed,rc_f,-40.0,3.6,0xC0,755.0877,341.512,67.76412932919611,rc_f_T-040C_V3p6_code0xC0.log
as-committed,rc_f,27.0,3.0,0xC0,520.8977,334.421,69.98840991931735,rc_f_T+027C_V3p0_code0xC0.log
as-committed,rc_f,27.0,3.3,0xC0,636.3904,370.888,70.84992992941929,rc_f_T+027C_V3p3_code0xC0.log
as-committed,rc_f,27.0,3.6,0xC0,763.5581,413.167,71.39014823093429,rc_f_T+027C_V3p6_code0xC0.log
as-committed,rc_f,85.0,3.0,0xC0,582.2684,403.963,75.12812162040841,rc_f_T+085C_V3p0_code0xC0.log
as-committed,rc_f,85.0,3.3,0xC0,686.9402,446.556,74.31764326862371,rc_f_T+085C_V3p3_code0xC0.log
as-committed,rc_f,85.0,3.6,0xC0,801.0373,489.173,74.33935544061865,rc_f_T+085C_V3p6_code0xC0.log
as-committed,rc_s,-40.0,3.0,0xC0,401.6233,168.488,42.19832156175988,rc_s_T-040C_V3p0_code0xC0.log
as-committed,rc_s,-40.0,3.3,0xC0,530.371,197.306,42.782203715591606,rc_s_T-040C_V3p3_code0xC0.log
as-committed,rc_s,-40.0,3.6,0xC0,673.4614,232.212,43.31731819883992,rc_s_T-040C_V3p6_code0xC0.log
as-committed,rc_s,27.0,3.0,0xC0,413.774,204.778,44.52059444788119,rc_s_T+027C_V3p0_code0xC0.log
as-committed,rc_s,27.0,3.3,0xC0,523.9716,233.213,45.001624558646576,rc_s_T+027C_V3p3_code0xC0.log
as-committed,rc_s,27.0,3.6,0xC0,645.5531,266.599,45.43927166300237,rc_s_T+027C_V3p6_code0xC0.log
as-committed,rc_s,85.0,3.0,0xC0,434.8752,240.033,46.01116552953905,rc_s_T+085C_V3p0_code0xC0.log
as-committed,rc_s,85.0,3.3,0xC0,533.7436,268.93,46.456625423248894,rc_s_T+085C_V3p3_code0xC0.log
as-committed,rc_s,85.0,3.6,0xC0,642.0128,301.382,46.81238112580967,rc_s_T+085C_V3p6_code0xC0.log
as-committed,tt,-40.0,3.0,0xFF,462.2015,311.368,77.73223964072159,tt_T-040C_V3p0_code0xFF.log
as-committed,tt,-40.0,3.3,0xFF,598.9751,362.305,79.88764601464501,tt_T-040C_V3p3_code0xFF.log
as-committed,tt,-40.0,3.6,0xFF,751.3837,419.37,81.84474787930029,tt_T-040C_V3p6_code0xFF.log
as-committed,tt,27.0,3.0,0xFF,485.1015,354.702,81.46463640499819,tt_T+027C_V3p0_code0xFF.log
as-committed,tt,27.0,3.3,0xFF,603.7946,405.663,83.22933134803635,tt_T+027C_V3p3_code0xFF.log
as-committed,tt,27.0,3.6,0xFF,734.9746,461.652,84.87047916175123,tt_T+027C_V3p6_code0xFF.log
as-committed,tt,85.0,3.0,0xFF,518.8512,399.032,84.42683675860046,tt_T+085C_V3p0_code0xFF.log
as-committed,tt,85.0,3.3,0xFF,626.4994,449.861,86.01270063537582,tt_T+085C_V3p3_code0xFF.log
as-committed,tt,85.0,3.6,0xFF,744.6025,504.784,87.38527951273969,tt_T+085C_V3p6_code0xFF.log
as-committed,ff,-40.0,3.0,0xFF,653.5227,424.629,101.54150153479979,ff_T-040C_V3p0_code0xFF.log
as-committed,ff,-40.0,3.3,0xFF,820.6833,493.652,103.78326318449604,ff_T-040C_V3p3_code0xFF.log
as-committed,ff,-40.0,3.6,0xFF,1002.837,569.413,105.71902947816558,ff_T-040C_V3p6_code0xFF.log
as-committed,ff,27.0,3.0,0xFF,678.5267,486.629,106.85067778056184,ff_T+027C_V3p0_code0xFF.log
as-committed,ff,27.0,3.3,0xFF,822.745,554.201,108.6098857804136,ff_T+027C_V3p3_code0xFF.log
as-committed,ff,27.0,3.6,0xFF,978.9763,627.588,109.66096667238732,ff_T+027C_V3p6_code0xFF.log
as-committed,ff,85.0,3.0,0xFF,726.0446,556.873,112.72692634817177,ff_T+085C_V3p0_code0xFF.log
as-committed,ff,85.0,3.3,0xFF,854.6081,622.252,112.72876894547873,ff_T+085C_V3p3_code0xFF.log
as-committed,ff,85.0,3.6,0xFF,993.8494,691.708,113.00162835346457,ff_T+085C_V3p6_code0xFF.log
as-committed,ss,-40.0,3.0,0xFF,323.8512,239.287,61.50339514117028,ss_T-040C_V3p0_code0xFF.log
as-committed,ss,-40.0,3.3,0xFF,433.2107,277.592,63.38694178289718,ss_T-040C_V3p3_code0xFF.log
as-committed,ss,-40.0,3.6,0xFF,558.2547,321.003,65.05036036273383,ss_T-040C_V3p6_code0xFF.log
as-committed,ss,27.0,3.0,0xFF,348.3667,271.803,64.20535440553064,ss_T+027C_V3p0_code0xFF.log
as-committed,ss,27.0,3.3,0xFF,444.194,310.865,66.05395022438528,ss_T+027C_V3p3_code0xFF.log
as-committed,ss,27.0,3.6,0xFF,552.4906,353.91,67.51996143259804,ss_T+027C_V3p6_code0xFF.log
as-committed,ss,85.0,3.0,0xFF,377.6418,303.671,66.24062902101319,ss_T+085C_V3p0_code0xFF.log
as-committed,ss,85.0,3.3,0xFF,465.3695,343.137,68.02394851131288,ss_T+085C_V3p3_code0xFF.log
as-committed,ss,85.0,3.6,0xFF,563.4548,386.102,69.51934671279507,ss_T+085C_V3p6_code0xFF.log
as-committed,fs,-40.0,3.0,0xFF,461.7127,320.711,80.90510155208347,fs_T-040C_V3p0_code0xFF.log
as-committed,fs,-40.0,3.3,0xFF,600.7109,374.899,83.68165823573959,fs_T-040C_V3p3_code0xFF.log
as-committed,fs,-40.0,3.6,0xFF,755.3849,434.119,85.93841309563915,fs_T-040C_V3p6_code0xFF.log
as-committed,fs,27.0,3.0,0xFF,483.8296,363.236,84.08413458506583,fs_T+027C_V3p0_code0xFF.log
as-committed,fs,27.0,3.3,0xFF,603.8949,415.727,86.32421562580522,fs_T+027C_V3p3_code0xFF.log
as-committed,fs,27.0,3.6,0xFF,736.3085,472.074,88.13931299812484,fs_T+027C_V3p6_code0xFF.log
as-committed,fs,85.0,3.0,0xFF,519.2067,409.811,88.7989848500052,fs_T+085C_V3p0_code0xFF.log
as-committed,fs,85.0,3.3,0xFF,626.0247,459.127,89.24101409918782,fs_T+085C_V3p3_code0xFF.log
as-committed,fs,85.0,3.6,0xFF,743.7058,512.984,90.11874947618477,fs_T+085C_V3p6_code0xFF.log
as-committed,sf,-40.0,3.0,0xFF,465.6782,306.877,74.83262747457468,sf_T-040C_V3p0_code0xFF.log
as-committed,sf,-40.0,3.3,0xFF,599.8334,355.509,76.27366533480134,sf_T-040C_V3p3_code0xFF.log
as-committed,sf,-40.0,3.6,0xFF,749.2222,412.109,77.63583359535428,sf_T-040C_V3p6_code0xFF.log
as-committed,sf,27.0,3.0,0xFF,489.2149,351.386,79.15193451285546,sf_T+027C_V3p0_code0xFF.log
as-committed,sf,27.0,3.3,0xFF,606.0127,401.227,80.2699639427322,sf_T+027C_V3p3_code0xFF.log
as-committed,sf,27.0,3.6,0xFF,735.1093,456.805,81.53810214359595,sf_T+027C_V3p6_code0xFF.log
as-committed,sf,85.0,3.0,0xFF,524.0544,397.725,82.11094091337748,sf_T+085C_V3p0_code0xFF.log
as-committed,sf,85.0,3.3,0xFF,630.3671,448.101,83.18138866337492,sf_T+085C_V3p3_code0xFF.log
as-committed,sf,85.0,3.6,0xFF,746.965,503.328,84.05028224084775,sf_T+085C_V3p6_code0xFF.log
as-committed,rc_f,-40.0,3.0,0xFF,510.6202,381.384,95.77970667464831,rc_f_T-040C_V3p0_code0xFF.log
