pass,process,fets_lib,res_lib,mimcap_lib,temp_c,vdd_v,trim_code,trim_hex,f_hz,f_mhz,period_s,status,tstop_ns,log,note
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,0,0x00,2.807693e+07,28.076930,3.561642e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0x00.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,16,0x10,2.808329e+07,28.083290,3.560836e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0x10.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,32,0x20,2.804374e+07,28.043740,3.565859e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0x20.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,48,0x30,2.805323e+07,28.053230,3.564652e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0x30.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,64,0x40,2.930951e+07,29.309510,3.411862e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0x40.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,80,0x50,2.929491e+07,29.294910,3.413562e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0x50.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,96,0x60,2.927197e+07,29.271970,3.416237e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0x60.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,112,0x70,2.929740e+07,29.297400,3.413272e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0x70.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,128,0x80,3.912038e+07,39.120380,2.556212e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0x80.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,144,0x90,3.910435e+07,39.104350,2.557260e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0x90.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,160,0xA0,4.047943e+07,40.479430,2.470391e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0xA0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,176,0xB0,4.054836e+07,40.548360,2.466191e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0xB0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,192,0xC0,4.859047e+07,48.590470,2.058017e-08,ok,1200,sim/pvt/corners/20260907T090653Z/tt_T+027C_V3p3_code0xC0.log,f vs. trim code at tt / 27 C / 3.3 V
