variant,process,temp_c,vdd_v,code,iq_op_ua,iq_run_ua,f_mhz,log
as-committed,rc_s,85.0,3.6,0x80,801.0648,379.486,33.97154543354487,rc_s_T+085C_V3p6_code0x80.log
as-committed,tt,-40.0,3.0,0xC0,618.268,321.757,41.478114073109325,tt_T-040C_V3p0_code0xC0.log
as-committed,tt,-40.0,3.3,0xC0,749.953,376.191,45.16430321867924,tt_T-040C_V3p3_code0xC0.log
as-committed,tt,-40.0,3.6,0xC0,915.909,432.096,48.43791361437172,tt_T-040C_V3p6_code0xC0.log
as-committed,tt,27.0,3.0,0xC0,594.1435,342.044,44.76299783168039,tt_T+027C_V3p0_code0xC0.log
as-committed,tt,27.0,3.3,0xC0,735.4641,400.865,48.24058156915516,tt_T+027C_V3p3_code0xC0.log
as-committed,tt,27.0,3.6,0xC0,884.8958,459.821,51.56260473654087,tt_T+027C_V3p6_code0xC0.log
as-committed,tt,85.0,3.0,0xC0,586.0133,349.065,49.0116194296763,tt_T+085C_V3p0_code0xC0.log
as-committed,tt,85.0,3.3,0xC0,723.0845,413.057,51.805445684839505,tt_T+085C_V3p3_code0xC0.log
as-committed,tt,85.0,3.6,0xC0,866.1758,477.184,54.58485488616328,tt_T+085C_V3p6_code0xC0.log
as-committed,ff,-40.0,3.0,0xC0,807.1424,428.589,60.41045886274291,ff_T-040C_V3p0_code0xC0.log
as-committed,ff,-40.0,3.3,0xC0,992.8425,498.122,65.09679242065026,ff_T-040C_V3p3_code0xC0.log
as-committed,ff,-40.0,3.6,0xC0,1189.283,570.328,69.70708039213021,ff_T-040C_V3p6_code0xC0.log
as-committed,ff,27.0,3.0,0xC0,790.3197,452.492,66.3280399135613,ff_T+027C_V3p0_code0xC0.log
as-committed,ff,27.0,3.3,0xC0,962.8042,529.203,70.35441034209832,ff_T+027C_V3p3_code0xC0.log
as-committed,ff,27.0,3.6,0xC0,1141.653,604.422,74.27729124088756,ff_T+027C_V3p6_code0xC0.log
as-committed,ff,85.0,3.0,0xC0,774.6024,460.771,75.81587356944921,ff_T+085C_V3p0_code0xC0.log
as-committed,ff,85.0,3.3,0xC0,939.6754,541.972,78.19500896896753,ff_T+085C_V3p3_code0xC0.log
as-committed,ff,85.0,3.6,0xC0,1110.831,623.683,80.22427498314286,ff_T+085C_V3p6_code0xC0.log
as-committed,ss,-40.0,3.0,0xC0,457.5614,249.448,28.68744881083353,ss_T-040C_V3p0_code0xC0.log
as-committed,ss,-40.0,3.3,0xC0,450.7077,294.371,32.314876153237144,ss_T-040C_V3p3_code0xC0.log
as-committed,ss,-40.0,3.6,0xC0,704.8221,339.812,35.03737612097705,ss_T-040C_V3p6_code0xC0.log
as-committed,ss,27.0,3.0,0xC0,446.3285,266.664,31.511694777724383,ss_T+027C_V3p0_code0xC0.log
as-committed,ss,27.0,3.3,0xC0,343.5755,314.741,34.68891845155605,ss_T+027C_V3p3_code0xC0.log
as-committed,ss,27.0,3.6,0xC0,688.9146,362.632,37.330147827385396,ss_T+027C_V3p6_code0xC0.log
as-committed,ss,85.0,3.0,0xC0,446.7215,272.696,33.994469099877456,ss_T+085C_V3p0_code0xC0.log
as-committed,ss,85.0,3.3,0xC0,560.9379,325.227,36.64688345741358,ss_T+085C_V3p3_code0xC0.log
as-committed,ss,85.0,3.6,0xC0,680.5978,376.766,39.096786048702874,ss_T+085C_V3p6_code0xC0.log
as-committed,fs,-40.0,3.0,0xC0,597.6375,338.463,45.68524556162129,fs_T-040C_V3p0_code0xC0.log
as-committed,fs,-40.0,3.3,0xC0,750.8157,394.157,49.039127338921176,fs_T-040C_V3p3_code0xC0.log
as-committed,fs,-40.0,3.6,0xC0,915.4519,451.31,52.316085417518984,fs_T-040C_V3p6_code0xC0.log
as-committed,fs,27.0,3.0,0xC0,594.152,357.829,54.16296553068873,fs_T+027C_V3p0_code0xC0.log
as-committed,fs,27.0,3.3,0xC0,738.4905,420.994,55.794557743043185,fs_T+027C_V3p3_code0xC0.log
as-committed,fs,27.0,3.6,0xC0,888.8029,482.282,57.65443316467489,fs_T+027C_V3p6_code0xC0.log
as-committed,fs,85.0,3.0,0xC0,592.6957,363.876,64.64552434792867,fs_T+085C_V3p0_code0xC0.log
as-committed,fs,85.0,3.3,0xC0,730.9154,431.441,64.78509165470841,fs_T+085C_V3p3_code0xC0.log
as-committed,fs,85.0,3.6,0xC0,875.6394,498.557,64.93751063351736,fs_T+085C_V3p6_code0xC0.log
as-committed,sf,-40.0,3.0,0xC0,483.0058,305.061,37.44918613556231,sf_T-040C_V3p0_code0xC0.log
as-committed,sf,-40.0,3.3,0xC0,496.2959,359.233,41.72281862673514,sf_T-040C_V3p3_code0xC0.log
as-committed,sf,-40.0,3.6,0xC0,913.1902,413.834,45.04203209830333,sf_T-040C_V3p6_code0xC0.log
as-committed,sf,27.0,3.0,0xC0,589.9422,325.695,40.65701740120345,sf_T+027C_V3p0_code0xC0.log
as-committed,sf,27.0,3.3,0xC0,730.8063,382.738,44.50688265560107,sf_T+027C_V3p3_code0xC0.log
as-committed,sf,27.0,3.6,0xC0,880.3669,440.562,47.77358378793879,sf_T+027C_V3p6_code0xC0.log
as-committed,sf,85.0,3.0,0xC0,586.1284,334.95,42.84332282529435,sf_T+085C_V3p0_code0xC0.log
as-committed,sf,85.0,3.3,0xC0,721.1391,396.153,46.40938694824171,sf_T+085C_V3p3_code0xC0.log
as-committed,sf,85.0,3.6,0xC0,861.3831,457.088,49.66655119193515,sf_T+085C_V3p6_code0xC0.log
as-committed,rc_f,-40.0,3.0,0xC0,664.269,389.018,52.294581653805686,rc_f_T-040C_V3p0_code0xC0.log
as-committed,rc_f,-40.0,3.3,0xC0,559.3666,456.946,57.16845227563313,rc_f_T-040C_V3p3_code0xC0.log
as-committed,rc_f,-40.0,3.6,0xC0,1007.044,525.604,61.41044438132815,rc_f_T-040C_V3p6_code0xC0.log
as-committed,rc_f,27.0,3.0,0xC0,651.3282,400.716,58.129024345016695,rc_f_T+027C_V3p0_code0xC0.log
as-committed,rc_f,27.0,3.3,0xC0,809.995,477.296,62.0695476867921,rc_f_T+027C_V3p3_code0xC0.log
as-committed,rc_f,27.0,3.6,0xC0,976.1573,553.214,65.81865906329516,rc_f_T+027C_V3p6_code0xC0.log
as-committed,rc_f,85.0,3.0,0xC0,638.9037,403.476,67.15952805656444,rc_f_T+085C_V3p0_code0xC0.log
as-committed,rc_f,85.0,3.3,0xC0,788.7823,482.37,70.38751494414929,rc_f_T+085C_V3p3_code0xC0.log
as-committed,rc_f,85.0,3.6,0xC0,947.7131,562.773,72.93320958998773,rc_f_T+085C_V3p6_code0xC0.log
as-committed,rc_s,-40.0,3.0,0xC0,380.3899,273.921,33.89256058295204,rc_s_T-040C_V3p0_code0xC0.log
as-committed,rc_s,-40.0,3.3,0xC0,269.9683,319.642,36.76382733500854,rc_s_T-040C_V3p3_code0xC0.log
as-committed,rc_s,-40.0,3.6,0xC0,853.3953,366.725,39.35954154006014,rc_s_T-040C_V3p6_code0xC0.log
as-committed,rc_s,27.0,3.0,0xC0,545.7828,294.29,36.53168210130235,rc_s_T+027C_V3p0_code0xC0.log
as-committed,rc_s,27.0,3.3,0xC0,678.0969,342.842,39.385429754116764,rc_s_T+027C_V3p3_code0xC0.log
as-committed,rc_s,27.0,3.6,0xC0,819.5396,392.409,42.13219228121384,rc_s_T+027C_V3p6_code0xC0.log
as-committed,rc_s,85.0,3.0,0xC0,545.2953,306.356,38.88206292673063,rc_s_T+085C_V3p0_code0xC0.log
as-committed,rc_s,85.0,3.3,0xC0,670.0471,358.001,41.53539750413796,rc_s_T+085C_V3p3_code0xC0.log
as-committed,rc_s,85.0,3.6,0xC0,801.0648,409.865,44.135203783269674,rc_s_T+085C_V3p6_code0xC0.log
as-committed,tt,-40.0,3.0,0xFF,595.1697,366.57,49.33053530537081,tt_T-040C_V3p0_code0xFF.log
as-committed,tt,-40.0,3.3,0xFF,749.953,428.41,55.768949243285064,tt_T-040C_V3p3_code0xFF.log
as-committed,tt,-40.0,3.6,0xFF,915.909,493.93,62.19740960228488,tt_T-040C_V3p6_code0xFF.log
as-committed,tt,27.0,3.0,0xFF,594.1435,384.62,52.489208874770455,tt_T+027C_V3p0_code0xFF.log
as-committed,tt,27.0,3.3,0xFF,735.4641,451.906,58.48517547014771,tt_T+027C_V3p3_code0xFF.log
as-committed,tt,27.0,3.6,0xFF,884.8958,521.212,64.6822581093764,tt_T+027C_V3p6_code0xFF.log
as-committed,tt,85.0,3.0,0xFF,586.0133,391.939,57.27360460021592,tt_T+085C_V3p0_code0xFF.log
as-committed,tt,85.0,3.3,0xFF,723.0845,464.399,62.28721131434737,tt_T+085C_V3p3_code0xFF.log
as-committed,tt,85.0,3.6,0xFF,866.1758,538.361,67.58432665397434,tt_T+085C_V3p6_code0xFF.log
as-committed,ff,-40.0,3.0,0xFF,807.1424,487.17,74.32476876635376,ff_T-040C_V3p0_code0xFF.log
as-committed,ff,-40.0,3.3,0xFF,992.8425,569.679,83.40120106069647,ff_T-040C_V3p3_code0xFF.log
as-committed,ff,-40.0,3.6,0xFF,1189.283,658.09,93.10536175157254,ff_T-040C_V3p6_code0xFF.log
as-committed,ff,27.0,3.0,0xFF,790.3197,511.484,80.3083519481401,ff_T+027C_V3p0_code0xFF.log
as-committed,ff,27.0,3.3,0xFF,962.8042,600.95,88.16328545773055,ff_T+027C_V3p3_code0xFF.log
as-committed,ff,27.0,3.6,0xFF,1141.653,691.945,96.42183395292399,ff_T+027C_V3p6_code0xFF.log
as-committed,ff,85.0,3.0,0xFF,774.6024,524.856,92.42336370211027,ff_T+085C_V3p0_code0xFF.log
as-committed,ff,85.0,3.3,0xFF,939.6754,618.764,97.99828698994341,ff_T+085C_V3p3_code0xFF.log
as-committed,ff,85.0,3.6,0xFF,1110.831,713.676,103.42416733202879,ff_T+085C_V3p6_code0xFF.log
as-committed,ss,-40.0,3.0,0xFF,477.556,288.795,32.89982332794873,ss_T-040C_V3p0_code0xFF.log
as-committed,ss,-40.0,3.3,0xFF,489.0012,335.9,38.55005531932938,ss_T-040C_V3p3_code0xFF.log
as-committed,ss,-40.0,3.6,0xFF,704.8221,387.086,43.283606961475634,ss_T-040C_V3p6_code0xFF.log
as-committed,ss,27.0,3.0,0xFF,446.3285,301.459,35.86228166594643,ss_T+027C_V3p0_code0xFF.log
as-committed,ss,27.0,3.3,0xFF,563.21,354.275,40.74971322389318,ss_T+027C_V3p3_code0xFF.log
as-committed,ss,27.0,3.6,0xFF,688.9146,408.748,45.26828702991148,ss_T+027C_V3p6_code0xFF.log
as-committed,ss,85.0,3.0,0xFF,446.7215,305.246,38.52080123266563,ss_T+085C_V3p0_code0xFF.log
as-committed,ss,85.0,3.3,0xFF,560.9379,363.308,42.70839561641027,ss_T+085C_V3p3_code0xFF.log
as-committed,ss,85.0,3.6,0xFF,680.5978,421.757,46.84977432463707,ss_T+085C_V3p6_code0xFF.log
as-committed,fs,-40.0,3.0,0xFF,597.6375,387.012,56.645958792330816,fs_T-040C_V3p0_code0xFF.log
as-committed,fs,-40.0,3.3,0xFF,750.8157,451.932,63.38611812320043,fs_T-040C_V3p3_code0xFF.log
as-committed,fs,-40.0,3.6,0xFF,915.4519,521.714,70.69286072799508,fs_T-040C_V3p6_code0xFF.log
as-committed,fs,27.0,3.0,0xFF,594.152,412.111,67.529810190586,fs_T+027C_V3p0_code0xFF.log
as-committed,fs,27.0,3.3,0xFF,738.4905,484.325,71.79526574838128,fs_T+027C_V3p3_code0xFF.log
as-committed,fs,27.0,3.6,0xFF,888.8029,556.441,76.75221468515475,fs_T+027C_V3p6_code0xFF.log
as-committed,fs,85.0,3.0,0xFF,592.6957,426.219,82.26945220062557,fs_T+085C_V3p0_code0xFF.log
as-committed,fs,85.0,3.3,0xFF,730.9154,502.99,84.807283928002,fs_T+085C_V3p3_code0xFF.log
as-committed,fs,85.0,3.6,0xFF,875.6394,580.504,87.10573765493932,fs_T+085C_V3p6_code0xFF.log
as-committed,sf,-40.0,3.0,0xFF,324.001,349.741,42.98491551852166,sf_T-040C_V3p0_code0xFF.log
as-committed,sf,-40.0,3.3,0xFF,415.6879,408.236,49.65354240784924,sf_T-040C_V3p3_code0xFF.log
as-committed,sf,-40.0,3.6,0xFF,913.1902,470.578,55.52376819826205,sf_T-040C_V3p6_code0xFF.log
as-committed,sf,27.0,3.0,0xFF,589.9422,365.375,46.111062182150675,sf_T+027C_V3p0_code0xFF.log
as-committed,sf,27.0,3.3,0xFF,730.8063,429.011,52.067875682740016,sf_T+027C_V3p3_code0xFF.log
as-committed,sf,27.0,3.6,0xFF,880.3669,495.221,57.6661195113027,sf_T+027C_V3p6_code0xFF.log
as-committed,sf,85.0,3.0,0xFF,586.1284,371.327,48.21849536113965,sf_T+085C_V3p0_code0xFF.log
as-committed,sf,85.0,3.3,0xFF,721.1391,439.952,53.682311302649595,sf_T+085C_V3p3_code0xFF.log
as-committed,sf,85.0,3.6,0xFF,861.3831,509.878,59.02760868827373,sf_T+085C_V3p6_code0xFF.log
as-committed,rc_f,-40.0,3.0,0xFF,568.721,441.815,60.63347428594988,rc_f_T-040C_V3p0_code0xFF.log
