variant,process,temp_c,vdd_v,code,iq_op_ua,iq_run_ua,f_mhz,log
as-committed,fs,85.0,3.0,0x00,524.2785,270.868,29.079404221166318,fs_T+085C_V3p0_code0x00.log
as-committed,fs,85.0,3.3,0x00,629.3023,303.358,28.814333402007495,fs_T+085C_V3p3_code0x00.log
as-committed,fs,85.0,3.6,0x00,743.0953,336.574,28.884954116250388,fs_T+085C_V3p6_code0x00.log
as-committed,sf,-40.0,3.0,0x00,69.24964,156.254,24.119924263437813,sf_T-040C_V3p0_code0x00.log
as-committed,sf,-40.0,3.3,0x00,573.9483,180.422,25.153214517932355,sf_T-040C_V3p3_code0x00.log
as-committed,sf,-40.0,3.6,0x00,719.9804,208.826,25.645431394624207,sf_T-040C_V3p6_code0x00.log
as-committed,sf,27.0,3.0,0x00,480.3001,204.882,25.98573642927397,sf_T+027C_V3p0_code0x00.log
as-committed,sf,27.0,3.3,0x00,592.9787,230.468,26.797366354834647,sf_T+027C_V3p3_code0x00.log
as-committed,sf,27.0,3.6,0x00,717.8425,259.006,27.347173737962116,sf_T+027C_V3p6_code0x00.log
as-committed,sf,85.0,3.0,0x00,528.0864,252.102,27.20914444926651,sf_T+085C_V3p0_code0x00.log
as-committed,sf,85.0,3.3,0x00,630.3012,280.118,27.903381750351237,sf_T+085C_V3p3_code0x00.log
as-committed,sf,85.0,3.6,0x00,742.167,309.48,28.37684449489217,sf_T+085C_V3p6_code0x00.log
as-committed,rc_f,-40.0,3.0,0x00,496.944,215.191,32.92067270102597,rc_f_T-040C_V3p0_code0x00.log
as-committed,rc_f,-40.0,3.3,0x00,633.1268,247.833,33.97737446634286,rc_f_T-040C_V3p3_code0x00.log
as-committed,rc_f,-40.0,3.6,0x00,785.245,284.441,34.60399191650749,rc_f_T-040C_V3p6_code0x00.log
as-committed,rc_f,27.0,3.0,0x00,560.7467,284.765,35.044436345285824,rc_f_T+027C_V3p0_code0x00.log
as-committed,rc_f,27.0,3.3,0x00,678.9021,318.89,35.91676648534686,rc_f_T+027C_V3p3_code0x00.log
as-committed,rc_f,27.0,3.6,0x00,809.2828,355.482,36.55765782397854,rc_f_T+027C_V3p6_code0x00.log
as-committed,rc_f,85.0,3.0,0x00,620.1495,337.999,38.16349623421701,rc_f_T+085C_V3p0_code0x00.log
as-committed,rc_f,85.0,3.3,0x00,740.5773,385.544,37.85147459882168,rc_f_T+085C_V3p3_code0x00.log
as-committed,rc_f,85.0,3.6,0x00,862.2225,427.514,38.037565900082924,rc_f_T+085C_V3p6_code0x00.log
as-committed,rc_s,-40.0,3.0,0x00,414.3585,136.031,19.79431724946085,rc_s_T-040C_V3p0_code0x00.log
as-committed,rc_s,-40.0,3.3,0x00,546.081,160.777,20.220238841461196,rc_s_T-040C_V3p3_code0x00.log
as-committed,rc_s,-40.0,3.6,0x00,693.0875,189.702,20.467016379753208,rc_s_T-040C_V3p6_code0x00.log
as-committed,rc_s,27.0,3.0,0x00,434.3004,172.106,21.126016689553186,rc_s_T+027C_V3p0_code0x00.log
as-committed,rc_s,27.0,3.3,0x00,546.8611,196.52,21.505885085453635,rc_s_T+027C_V3p3_code0x00.log
as-committed,rc_s,27.0,3.6,0x00,671.4269,223.531,21.756914347379595,rc_s_T+027C_V3p6_code0x00.log
as-committed,rc_s,85.0,3.0,0x00,463.2711,206.606,21.976742013926664,rc_s_T+085C_V3p0_code0x00.log
as-committed,rc_s,85.0,3.3,0x00,564.1592,231.367,22.32267425637591,rc_s_T+085C_V3p3_code0x00.log
as-committed,rc_s,85.0,3.6,0x00,674.6675,258.052,22.57733867362651,rc_s_T+085C_V3p6_code0x00.log
as-committed,tt,-40.0,3.0,0x80,450.8978,186.943,37.58571893023527,tt_T-040C_V3p0_code0x80.log
as-committed,tt,-40.0,3.3,0x80,585.0882,218.006,39.052126778824366,tt_T-040C_V3p3_code0x80.log
as-committed,tt,-40.0,3.6,0x80,734.8692,253.02,39.87852999762722,tt_T-040C_V3p6_code0x80.log
as-committed,tt,27.0,3.0,0x80,486.7964,236.667,39.90470755835066,tt_T+027C_V3p0_code0x80.log
as-committed,tt,27.0,3.3,0x80,602.2328,267.968,41.22351389232417,tt_T+027C_V3p3_code0x80.log
as-committed,tt,27.0,3.6,0x80,729.9257,301.962,42.09188237002554,tt_T+027C_V3p6_code0x80.log
as-committed,tt,85.0,3.0,0x80,532.377,284.176,41.39389812547732,tt_T+085C_V3p0_code0x80.log
as-committed,tt,85.0,3.3,0x80,637.0232,316.912,42.510355522605316,tt_T+085C_V3p3_code0x80.log
as-committed,tt,85.0,3.6,0x80,751.3384,351.245,43.35211563743324,tt_T+085C_V3p6_code0x80.log
as-committed,ff,-40.0,3.0,0x80,646.3547,270.631,51.600678858531055,ff_T-040C_V3p0_code0x80.log
as-committed,ff,-40.0,3.3,0x80,809.8514,313.361,52.896450965518916,ff_T-040C_V3p3_code0x80.log
as-committed,ff,-40.0,3.6,0x80,988.0602,360.05,53.664522142920966,ff_T-040C_V3p6_code0x80.log
as-committed,ff,27.0,3.0,0x80,688.4048,340.366,54.230655450682505,ff_T+027C_V3p0_code0x80.log
as-committed,ff,27.0,3.3,0x80,828.2712,382.3,55.47105464897362,ff_T+027C_V3p3_code0x80.log
as-committed,ff,27.0,3.6,0x80,979.4324,427.703,56.42716719821058,ff_T+027C_V3p6_code0x80.log
as-committed,ff,85.0,3.0,0x80,744.5709,405.315,57.31457159936885,ff_T+085C_V3p0_code0x80.log
as-committed,ff,85.0,3.3,0x80,874.2832,452.754,57.55652410395284,ff_T+085C_V3p3_code0x80.log
as-committed,ff,85.0,3.6,0x80,1009.267,498.756,58.131102494144024,ff_T+085C_V3p6_code0x80.log
as-committed,ss,-40.0,3.0,0x80,310.5975,135.8,27.349267928470724,ss_T-040C_V3p0_code0x80.log
as-committed,ss,-40.0,3.3,0x80,186.3912,157.993,29.493087557603687,ss_T-040C_V3p3_code0x80.log
as-committed,ss,-40.0,3.6,0x80,540.4545,184.289,30.609262056605708,ss_T-040C_V3p6_code0x80.log
as-committed,ss,27.0,3.0,0x80,345.5403,173.28,29.822837434222002,ss_T+027C_V3p0_code0x80.log
as-committed,ss,27.0,3.3,0x80,438.5966,196.836,31.4460464458106,ss_T+027C_V3p3_code0x80.log
as-committed,ss,27.0,3.6,0x80,544.1924,222.701,32.45415039902378,ss_T+027C_V3p6_code0x80.log
as-committed,ss,85.0,3.0,0x80,384.6332,209.014,31.266659266890645,ss_T+085C_V3p0_code0x80.log
as-committed,ss,85.0,3.3,0x80,469.6123,233.793,32.61323314548111,ss_T+085C_V3p3_code0x80.log
as-committed,ss,85.0,3.6,0x80,564.7478,260.21,33.524141572449864,ss_T+085C_V3p6_code0x80.log
as-committed,fs,-40.0,3.0,0x80,455.4705,201.117,38.80383304262795,fs_T-040C_V3p0_code0x80.log
as-committed,fs,-40.0,3.3,0x80,591.7267,235.823,39.79244261929774,fs_T-040C_V3p3_code0x80.log
as-committed,fs,-40.0,3.6,0x80,743.5041,274.798,40.49476503924954,fs_T-040C_V3p6_code0x80.log
as-committed,fs,27.0,3.0,0x80,488.9938,249.28,40.918371939817256,fs_T+027C_V3p0_code0x80.log
as-committed,fs,27.0,3.3,0x80,605.7722,283.045,41.8038355019073,fs_T+027C_V3p3_code0x80.log
as-committed,fs,27.0,3.6,0x80,734.6713,319.672,42.48756176629292,fs_T+027C_V3p6_code0x80.log
as-committed,fs,85.0,3.0,0x80,531.6313,295.073,43.48405559262571,fs_T+085C_V3p0_code0x80.log
as-committed,fs,85.0,3.3,0x80,637.3999,330.57,43.47019998248151,fs_T+085C_V3p3_code0x80.log
as-committed,fs,85.0,3.6,0x80,752.2583,366.747,43.785616862716765,fs_T+085C_V3p6_code0x80.log
as-committed,sf,-40.0,3.0,0x80,258.2009,176.954,35.461998921955235,sf_T-040C_V3p0_code0x80.log
as-committed,sf,-40.0,3.3,0x80,580.5638,204.409,37.85183278574349,sf_T-040C_V3p3_code0x80.log
as-committed,sf,-40.0,3.6,0x80,727.3437,236.308,39.13963259626882,sf_T-040C_V3p6_code0x80.log
as-committed,sf,27.0,3.0,0x80,486.8061,227.018,38.32673155382319,sf_T+027C_V3p0_code0x80.log
as-committed,sf,27.0,3.3,0x80,600.2809,255.9,40.140733411340165,sf_T+027C_V3p3_code0x80.log
as-committed,sf,27.0,3.6,0x80,726.0071,287.669,41.29901935478543,sf_T+027C_V3p6_code0x80.log
as-committed,sf,85.0,3.0,0x80,535.0323,275.338,40.0058408527645,sf_T+085C_V3p0_code0x80.log
as-committed,sf,85.0,3.3,0x80,638.1563,306.649,41.62434857894474,sf_T+085C_V3p3_code0x80.log
as-committed,sf,85.0,3.6,0x80,751.0686,339.195,42.68671006909057,sf_T+085C_V3p6_code0x80.log
as-committed,rc_f,-40.0,3.0,0x80,504.2384,240.303,48.14963365351235,rc_f_T-040C_V3p0_code0x80.log
as-committed,rc_f,-40.0,3.3,0x80,641.3232,276.78,50.3799403199227,rc_f_T-040C_V3p3_code0x80.log
as-committed,rc_f,-40.0,3.6,0x80,794.3653,317.488,51.74654954007667,rc_f_T-040C_V3p6_code0x80.log
as-committed,rc_f,27.0,3.0,0x80,568.8162,312.082,51.00067142383929,rc_f_T+027C_V3p0_code0x80.log
as-committed,rc_f,27.0,3.3,0x80,687.9756,350.061,52.94570021350354,rc_f_T+027C_V3p3_code0x80.log
as-committed,rc_f,27.0,3.6,0x80,819.4181,390.582,54.329238991334215,rc_f_T+027C_V3p6_code0x80.log
as-committed,rc_f,85.0,3.0,0x80,629.3969,367.776,55.30373919641455,rc_f_T+085C_V3p0_code0x80.log
as-committed,rc_f,85.0,3.3,0x80,750.6211,418.619,55.54187065575787,rc_f_T+085C_V3p3_code0x80.log
as-committed,rc_f,85.0,3.6,0x80,873.4145,464.221,56.159914232578984,rc_f_T+085C_V3p6_code0x80.log
as-committed,rc_s,-40.0,3.0,0x80,419.1636,153.778,30.2424537517276,rc_s_T-040C_V3p0_code0x80.log
as-committed,rc_s,-40.0,3.3,0x80,551.4385,181.263,31.269299020489207,rc_s_T-040C_V3p3_code0x80.log
as-committed,rc_s,-40.0,3.6,0x80,699.0335,212.948,31.888060153636676,rc_s_T-040C_V3p6_code0x80.log
as-committed,rc_s,27.0,3.0,0x80,439.6258,190.871,32.18642376645531,rc_s_T+027C_V3p0_code0x80.log
as-committed,rc_s,27.0,3.3,0x80,552.8388,218.28,33.09422753936145,rc_s_T+027C_V3p3_code0x80.log
as-committed,rc_s,27.0,3.6,0x80,678.1365,248.254,33.68806869670969,rc_s_T+027C_V3p6_code0x80.log
as-committed,rc_s,85.0,3.0,0x80,469.0078,226.457,33.381458269004476,rc_s_T+085C_V3p0_code0x80.log
as-committed,rc_s,85.0,3.3,0x80,570.7048,254.003,34.20165638621879,rc_s_T+085C_V3p3_code0x80.log
as-committed,rc_s,85.0,3.6,0x80,682.2081,283.381,34.781217446954294,rc_s_T+085C_V3p6_code0x80.log
as-committed,tt,-40.0,3.0,0xC0,459.5892,215.144,51.55647715622721,tt_T-040C_V3p0_code0xC0.log
as-committed,tt,-40.0,3.3,0xC0,595.075,250.711,54.40113328440859,tt_T-040C_V3p3_code0xC0.log
as-committed,tt,-40.0,3.6,0xC0,746.2017,290.46,56.242684935790535,tt_T-040C_V3p6_code0xC0.log
as-committed,tt,27.0,3.0,0xC0,496.1899,266.861,54.40129605647725,tt_T+027C_V3p0_code0xC0.log
as-committed,tt,27.0,3.3,0xC0,613.0822,302.206,57.039875721518776,tt_T+027C_V3p3_code0xC0.log
as-committed,tt,27.0,3.6,0xC0,742.2462,340.831,58.8279934183241,tt_T+027C_V3p6_code0xC0.log
as-committed,tt,85.0,3.0,0xC0,542.3489,315.624,56.14041391204369,tt_T+085C_V3p0_code0xC0.log
as-committed,tt,85.0,3.3,0xC0,648.5264,352.56,58.389182586477304,tt_T+085C_V3p3_code0xC0.log
as-committed,tt,85.0,3.6,0xC0,764.4835,391.288,60.06803305423723,tt_T+085C_V3p6_code0xC0.log
as-committed,ff,-40.0,3.0,0xC0,657.5973,307.233,70.80641067080931,ff_T-040C_V3p0_code0xC0.log
as-committed,ff,-40.0,3.3,0xC0,822.7426,355.523,73.26128086360399,ff_T-040C_V3p3_code0xC0.log
as-committed,ff,-40.0,3.6,0xC0,1002.593,407.972,75.21098561740322,ff_T-040C_V3p6_code0xC0.log
as-committed,ff,27.0,3.0,0xC0,700.7169,379.052,73.74169023328183,ff_T+027C_V3p0_code0xC0.log
as-committed,ff,27.0,3.3,0xC0,842.4516,426.723,76.20728534027127,ff_T+027C_V3p3_code0xC0.log
as-committed,ff,27.0,3.6,0xC0,995.646,477.236,78.00969192412465,ff_T+027C_V3p6_code0xC0.log
as-committed,ff,85.0,3.0,0xC0,758.3299,446.518,77.58647109186276,ff_T+085C_V3p0_code0xC0.log
as-committed,ff,85.0,3.3,0xC0,889.8875,498.714,78.53362024282596,ff_T+085C_V3p3_code0xC0.log
as-committed,ff,85.0,3.6,0xC0,1027.087,550.2,79.87258724882068,ff_T+085C_V3p6_code0xC0.log
as-committed,ss,-40.0,3.0,0xC0,317.7805,159.143,36.87132093350811,ss_T-040C_V3p0_code0xC0.log
as-committed,ss,-40.0,3.3,0xC0,179.3174,184.432,40.969921931813765,ss_T-040C_V3p3_code0xC0.log
as-committed,ss,-40.0,3.6,0xC0,549.6131,214.368,43.19787846579279,ss_T-040C_V3p6_code0xC0.log
as-committed,ss,27.0,3.0,0xC0,353.1238,197.735,40.3082777079101,ss_T+027C_V3p0_code0xC0.log
as-committed,ss,27.0,3.3,0xC0,447.2816,224.49,43.43071367954561,ss_T+027C_V3p3_code0xC0.log
as-committed,ss,27.0,3.6,0xC0,554.0953,254.19,45.434616179721175,ss_T+027C_V3p6_code0xC0.log
as-committed,ss,85.0,3.0,0xC0,392.5212,234.255,42.137642609584205,ss_T+085C_V3p0_code0xC0.log
as-committed,ss,85.0,3.3,0xC0,478.7295,262.514,44.80902059355373,ss_T+085C_V3p3_code0xC0.log
as-committed,ss,85.0,3.6,0xC0,575.1653,292.808,46.65182205688817,ss_T+085C_V3p6_code0xC0.log
as-committed,fs,-40.0,3.0,0xC0,464.2163,229.552,53.90829767299442,fs_T-040C_V3p0_code0xC0.log
as-committed,fs,-40.0,3.3,0xC0,601.8435,268.863,55.97543350174475,fs_T-040C_V3p3_code0xC0.log
as-committed,fs,-40.0,3.6,0xC0,754.8908,311.922,57.35551500520645,fs_T-040C_V3p6_code0xC0.log
as-committed,fs,27.0,3.0,0xC0,498.5542,279.741,56.3305544531979,fs_T+027C_V3p0_code0xC0.log
as-committed,fs,27.0,3.3,0xC0,616.7579,317.811,58.26494000459128,fs_T+027C_V3p3_code0xC0.log
as-committed,fs,27.0,3.6,0xC0,747.071,358.718,59.65030011557245,fs_T+027C_V3p6_code0xC0.log
as-committed,fs,85.0,3.0,0xC0,542.4002,327.688,59.570366601993115,fs_T+085C_V3p0_code0xC0.log
as-committed,fs,85.0,3.3,0xC0,649.3032,366.7,60.14263427143815,fs_T+085C_V3p3_code0xC0.log
as-committed,fs,85.0,3.6,0xC0,765.6259,407.378,61.0666698421335,fs_T+085C_V3p6_code0xC0.log
as-committed,sf,-40.0,3.0,0xC0,458.2764,205.664,47.79349387167925,sf_T-040C_V3p0_code0xC0.log
as-committed,sf,-40.0,3.3,0xC0,187.3904,237.269,52.20338753002021,sf_T-040C_V3p3_code0xC0.log
as-committed,sf,-40.0,3.6,0xC0,738.6914,273.677,54.77757701795801,sf_T-040C_V3p6_code0xC0.log
as-committed,sf,27.0,3.0,0xC0,496.3046,257.06,51.568946521197546,sf_T+027C_V3p0_code0xC0.log
as-committed,sf,27.0,3.3,0xC0,611.1239,290.225,55.1075920627433,sf_T+027C_V3p3_code0xC0.log
as-committed,sf,27.0,3.6,0xC0,738.3083,326.57,57.37710326530225,sf_T+027C_V3p6_code0xC0.log
as-committed,sf,85.0,3.0,0xC0,544.9759,306.41,53.66823744652967,sf_T+085C_V3p0_code0xC0.log
as-committed,sf,85.0,3.3,0xC0,649.5859,342.176,56.70215181831043,sf_T+085C_V3p3_code0xC0.log
as-committed,sf,85.0,3.6,0xC0,764.102,379.022,58.882845219080984,sf_T+085C_V3p6_code0xC0.log
as-committed,rc_f,-40.0,3.0,0xC0,514.6974,274.711,64.28778297473072,rc_f_T-040C_V3p0_code0xC0.log
as-committed,rc_f,-40.0,3.3,0xC0,653.4236,315.908,68.57913294716424,rc_f_T-040C_V3p3_code0xC0.log
as-committed,rc_f,-40.0,3.6,0xC0,808.2026,362.105,71.33932084253163,rc_f_T-040C_V3p6_code0xC0.log
as-committed,rc_f,27.0,3.0,0xC0,580.0998,347.981,67.70022341073727,rc_f_T+027C_V3p0_code0xC0.log
as-committed,rc_f,27.0,3.3,0xC0,701.0957,391.37,71.4289285732143,rc_f_T+027C_V3p3_code0xC0.log
as-committed,rc_f,27.0,3.6,0xC0,834.3941,437.317,74.0851868521019,rc_f_T+027C_V3p6_code0xC0.log
as-committed,rc_f,85.0,3.0,0xC0,642.2745,406.958,73.04988759448545,rc_f_T+085C_V3p0_code0xC0.log
as-committed,rc_f,85.0,3.3,0xC0,764.8936,462.26,74.35074144418137,rc_f_T+085C_V3p3_code0xC0.log
as-committed,rc_f,85.0,3.6,0xC0,889.4419,512.643,75.96498318135274,rc_f_T+085C_V3p6_code0xC0.log
as-committed,rc_s,-40.0,3.0,0xC0,426.5672,178.081,42.37653543430546,rc_s_T-040C_V3p0_code0xC0.log
as-committed,rc_s,-40.0,3.3,0xC0,559.8978,209.4,44.41214201315355,rc_s_T-040C_V3p3_code0xC0.log
as-committed,rc_s,-40.0,3.6,0xC0,708.5827,245.087,45.76836037823889,rc_s_T-040C_V3p6_code0xC0.log
as-committed,rc_s,27.0,3.0,0xC0,447.6571,216.839,44.88673841512557,rc_s_T+027C_V3p0_code0xC0.log
as-committed,rc_s,27.0,3.3,0xC0,562.0608,247.793,46.72377558009904,rc_s_T+027C_V3p3_code0xC0.log
as-committed,rc_s,27.0,3.6,0xC0,688.5741,281.718,48.007508374309744,rc_s_T+027C_V3p6_code0xC0.log
as-committed,rc_s,85.0,3.0,0xC0,477.509,253.288,46.29401374422974,rc_s_T+085C_V3p0_code0xC0.log
as-committed,rc_s,85.0,3.3,0xC0,580.5077,284.721,47.99416774873518,rc_s_T+085C_V3p3_code0xC0.log
as-committed,rc_s,85.0,3.6,0xC0,693.4251,318.01,49.226988598044905,rc_s_T+085C_V3p6_code0xC0.log
as-committed,tt,-40.0,3.0,0xFF,493.1252,327.174,75.23373239812787,tt_T-040C_V3p0_code0xFF.log
as-committed,tt,-40.0,3.3,0xFF,634.8045,376.928,82.18655690925947,tt_T-040C_V3p3_code0xFF.log
as-committed,tt,-40.0,3.6,0xFF,793.1882,434.148,87.43532518290378,tt_T-040C_V3p6_code0xFF.log
as-committed,tt,27.0,3.0,0xFF,528.2721,375.05,78.18489084802853,tt_T+027C_V3p0_code0xFF.log
as-committed,tt,27.0,3.3,0xFF,651.585,426.157,84.93834962238533,tt_T+027C_V3p3_code0xFF.log
as-committed,tt,27.0,3.6,0xFF,788.1266,481.722,90.31151602781051,tt_T+027C_V3p6_code0xFF.log
as-committed,tt,85.0,3.0,0xFF,573.6919,421.067,80.32396260598246,tt_T+085C_V3p0_code0xFF.log
as-committed,tt,85.0,3.3,0xFF,686.3382,474.094,86.52745840733233,tt_T+085C_V3p3_code0xFF.log
as-committed,tt,85.0,3.6,0xFF,809.7129,529.92,91.61145931099938,tt_T+085C_V3p6_code0xFF.log
as-committed,ff,-40.0,3.0,0xFF,700.1494,443.622,104.54378659685929,ff_T-040C_V3p0_code0xFF.log
as-committed,ff,-40.0,3.3,0xFF,874.2867,512.357,111.97299211430203,ff_T-040C_V3p3_code0xFF.log
as-committed,ff,-40.0,3.6,0xFF,1064.545,586.495,117.75691910217414,ff_T-040C_V3p6_code0xFF.log
as-committed,ff,27.0,3.0,0xFF,742.0782,513.33,107.54902756857997,ff_T+027C_V3p0_code0xFF.log
as-committed,ff,27.0,3.3,0xFF,892.8186,581.131,114.89161986269302,ff_T+027C_V3p3_code0xFF.log
as-committed,ff,27.0,3.6,0xFF,1056.301,653.152,120.37446087288336,ff_T+027C_V3p6_code0xFF.log
as-committed,ff,85.0,3.0,0xFF,801.1301,582.256,112.64242226264832,ff_T+085C_V3p0_code0xFF.log
as-committed,ff,85.0,3.3,0xFF,940.7792,653.228,117.10815465068686,ff_T+085C_V3p3_code0xFF.log
as-committed,ff,85.0,3.6,0xFF,1087.817,724.421,121.78747476715758,ff_T+085C_V3p6_code0xFF.log
as-committed,ss,-40.0,3.0,0xFF,345.47,258.497,52.35777533906896,ss_T-040C_V3p0_code0xFF.log
as-committed,ss,-40.0,3.3,0xFF,458.0376,292.206,61.09381138018862,ss_T-040C_V3p3_code0xFF.log
as-committed,ss,-40.0,3.6,0xFF,587.3428,333.889,66.5154991090249,ss_T-040C_V3p6_code0xFF.log
as-committed,ss,27.0,3.0,0xFF,379.3495,290.735,56.74338372145809,ss_T+027C_V3p0_code0xFF.log
as-committed,ss,27.0,3.3,0xFF,478.3865,328.234,63.708287397003616,ss_T+027C_V3p3_code0xFF.log
as-committed,ss,27.0,3.6,0xFF,590.6308,370.844,68.89643075150849,ss_T+027C_V3p6_code0xFF.log
as-committed,ss,85.0,3.0,0xFF,417.7483,322.617,58.98520090801818,ss_T+085C_V3p0_code0xFF.log
as-committed,ss,85.0,3.3,0xFF,508.8953,363.085,65.22423275919702,ss_T+085C_V3p3_code0xFF.log
as-committed,ss,85.0,3.6,0xFF,610.8646,406.692,70.31871606462711,ss_T+085C_V3p6_code0xFF.log
as-committed,fs,-40.0,3.0,0xFF,496.1147,339.995,80.00540836560552,fs_T-040C_V3p0_code0xFF.log
as-committed,fs,-40.0,3.3,0xFF,641.0135,396.062,85.99868336015776,fs_T-040C_V3p3_code0xFF.log
as-committed,fs,-40.0,3.6,0xFF,802.6215,457.137,90.81019035632103,fs_T-040C_V3p6_code0xFF.log
as-committed,fs,27.0,3.0,0xFF,529.5555,388.087,82.3979789423725,fs_T+027C_V3p0_code0xFF.log
as-committed,fs,27.0,3.3,0xFF,655.0169,442.904,88.29488017722548,fs_T+027C_V3p3_code0xFF.log
as-committed,fs,27.0,3.6,0xFF,793.5425,501.518,92.88211819528186,fs_T+027C_V3p6_code0xFF.log
as-committed,fs,85.0,3.0,0xFF,575.0698,437.197,86.7669548052624,fs_T+085C_V3p0_code0xFF.log
as-committed,fs,85.0,3.3,0xFF,688.0036,491.382,90.41435997030791,fs_T+085C_V3p3_code0xFF.log
as-committed,fs,85.0,3.6,0xFF,811.6493,548.24,94.25181729285218,fs_T+085C_V3p6_code0xFF.log
as-committed,sf,-40.0,3.0,0xFF,494.1338,322.938,68.07159634360228,sf_T-040C_V3p0_code0xFF.log
as-committed,sf,-40.0,3.3,0xFF,632.2004,365.636,77.42847641276967,sf_T-040C_V3p3_code0xFF.log
as-committed,sf,-40.0,3.6,0xFF,786.6291,415.976,83.73932951593645,sf_T-040C_V3p6_code0xFF.log
as-committed,sf,27.0,3.0,0xFF,530.4261,367.5,72.736583009898,sf_T+027C_V3p0_code0xFF.log
as-committed,sf,27.0,3.3,0xFF,651.1231,414.213,80.72230316875402,sf_T+027C_V3p3_code0xFF.log
as-committed,sf,27.0,3.6,0xFF,784.9006,466.364,86.78540356297474,sf_T+027C_V3p6_code0xFF.log
as-committed,sf,85.0,3.0,0xFF,577.9181,412.277,75.42086729472136,sf_T+085C_V3p0_code0xFF.log
as-committed,sf,85.0,3.3,0xFF,688.5239,462.951,82.60578290043773,sf_T+085C_V3p3_code0xFF.log
as-committed,sf,85.0,3.6,0xFF,809.7865,516.587,88.45874350546964,sf_T+085C_V3p6_code0xFF.log
as-committed,rc_f,-40.0,3.0,0xFF,551.8007,403.69,89.73156801428529,rc_f_T-040C_V3p0_code0xFF.log
