pass,process,fets_lib,res_lib,mimcap_lib,temp_c,vdd_v,trim_code,trim_hex,f_hz,f_mhz,period_s,status,tstop_ns,log,note
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,0,0x00,2.650593e+07,26.505930,3.772740e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0x00.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,16,0x10,2.648330e+07,26.483300,3.775964e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0x10.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,32,0x20,2.650183e+07,26.501830,3.773324e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0x20.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,48,0x30,2.649760e+07,26.497600,3.773927e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0x30.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,64,0x40,2.759216e+07,27.592160,3.624219e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0x40.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,80,0x50,2.760174e+07,27.601740,3.622960e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0x50.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,96,0x60,2.760034e+07,27.600340,3.623144e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0x60.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,112,0x70,2.760208e+07,27.602080,3.622915e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0x70.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,128,0x80,3.595573e+07,35.955730,2.781197e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0x80.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,144,0x90,3.595995e+07,35.959950,2.780871e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0x90.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,160,0xA0,3.713054e+07,37.130540,2.693201e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0xA0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,176,0xB0,3.720959e+07,37.209590,2.687479e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0xB0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,192,0xC0,4.374921e+07,43.749210,2.285755e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0xC0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,208,0xD0,4.470882e+07,44.708820,2.236695e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0xD0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,224,0xE0,4.850433e+07,48.504330,2.061671e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0xE0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,240,0xF0,5.077205e+07,50.772050,1.969588e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0xF0.log,f vs. trim code at tt / 27 C / 3.3 V
trim_curve,tt,typical,res_typical,mimcap_typical,27,3.3,255,0xFF,5.194145e+07,51.941450,1.925245e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0xFF.log,f vs. trim code at tt / 27 C / 3.3 V
pretrim,tt,typical,res_typical,mimcap_typical,-40,3,128,0x80,3.216839e+07,32.168390,3.108641e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T-040C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,-40,3.3,128,0x80,3.386165e+07,33.861650,2.953193e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T-040C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,-40,3.6,128,0x80,3.513446e+07,35.134460,2.846208e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T-040C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,27,3,128,0x80,3.427469e+07,34.274690,2.917605e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,27,3.3,128,0x80,3.595573e+07,35.955730,2.781197e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,27,3.6,128,0x80,3.731260e+07,37.312600,2.680060e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+027C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,85,3,128,0x80,3.564703e+07,35.647030,2.805283e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+085C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,85,3.3,128,0x80,3.731226e+07,37.312260,2.680084e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+085C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,tt,typical,res_typical,mimcap_typical,85,3.6,128,0x80,3.870016e+07,38.700160,2.583969e-08,ok,1200,sim/pvt/corners/20260906T060104Z/tt_T+085C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,-40,3,128,0x80,4.522258e+07,45.222580,2.211285e-08,ok,1200,sim/pvt/corners/20260906T060104Z/ff_T-040C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,-40,3.3,128,0x80,4.705392e+07,47.053920,2.125222e-08,ok,1200,sim/pvt/corners/20260906T060104Z/ff_T-040C_V3p3_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,-40,3.6,128,0x80,4.868995e+07,48.689950,2.053812e-08,ok,1200,sim/pvt/corners/20260906T060104Z/ff_T-040C_V3p6_code0x80.log,fixed mid-scale trim code 0x80
pretrim,ff,ff,res_ff,mimcap_ff,27,3,128,0x80,4.786442e+07,47.864420,2.089235e-08,ok,1200,sim/pvt/corners/20260906T060104Z/ff_T+027C_V3p0_code0x80.log,fixed mid-scale trim code 0x80
