process,temp_c,vdd_v,trim_code,trim_hex,schematic_f_hz,schematic_status,extracted_f_hz,extracted_status,delta_pct,schematic_log,extracted_log
tt,-40,3,192,0xC0,4.151255e+07,ok,3.635882e+07,ok,-12.4149,sim/pvt-postlayout/corners/20260907T131703Z/schematic_tt_T-040C_V3p0_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_tt_T-040C_V3p0_code0xC0.log
tt,-40,3.3,192,0xC0,4.515791e+07,ok,3.830566e+07,ok,-15.1740,sim/pvt-postlayout/corners/20260907T131703Z/schematic_tt_T-040C_V3p3_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_tt_T-040C_V3p3_code0xC0.log
tt,-40,3.6,192,0xC0,4.844162e+07,ok,3.981722e+07,ok,-17.8037,sim/pvt-postlayout/corners/20260907T131703Z/schematic_tt_T-040C_V3p6_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_tt_T-040C_V3p6_code0xC0.log
tt,27,3,192,0xC0,4.475569e+07,ok,4.268799e+07,ok,-4.6200,sim/pvt-postlayout/corners/20260907T131703Z/schematic_tt_T+027C_V3p0_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_tt_T+027C_V3p0_code0xC0.log
tt,27,3.3,192,0xC0,4.826030e+07,ok,4.367633e+07,ok,-9.4984,sim/pvt-postlayout/corners/20260907T131703Z/schematic_tt_T+027C_V3p3_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_tt_T+027C_V3p3_code0xC0.log
tt,27,3.6,192,0xC0,5.156049e+07,ok,4.463274e+07,ok,-13.4362,sim/pvt-postlayout/corners/20260907T131703Z/schematic_tt_T+027C_V3p6_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_tt_T+027C_V3p6_code0xC0.log
tt,85,3,192,0xC0,4.905072e+07,ok,4.788563e+07,ok,-2.3753,sim/pvt-postlayout/corners/20260907T131703Z/schematic_tt_T+085C_V3p0_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_tt_T+085C_V3p0_code0xC0.log
tt,85,3.3,192,0xC0,5.179587e+07,ok,4.928121e+07,ok,-4.8549,sim/pvt-postlayout/corners/20260907T131703Z/schematic_tt_T+085C_V3p3_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_tt_T+085C_V3p3_code0xC0.log
tt,85,3.6,192,0xC0,5.453320e+07,ok,5.012275e+07,ok,-8.0876,sim/pvt-postlayout/corners/20260907T131703Z/schematic_tt_T+085C_V3p6_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_tt_T+085C_V3p6_code0xC0.log
ff,-40,3,192,0xC0,6.049334e+07,ok,5.310659e+07,ok,-12.2108,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ff_T-040C_V3p0_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ff_T-040C_V3p0_code0xC0.log
ff,-40,3.3,192,0xC0,6.512067e+07,ok,5.209260e+07,ok,-20.0060,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ff_T-040C_V3p3_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ff_T-040C_V3p3_code0xC0.log
ff,-40,3.6,192,0xC0,6.967951e+07,ok,4.910945e+07,ok,-29.5210,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ff_T-040C_V3p6_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ff_T-040C_V3p6_code0xC0.log
ff,27,3,192,0xC0,6.637568e+07,ok,6.512564e+07,ok,-1.8833,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ff_T+027C_V3p0_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ff_T+027C_V3p0_code0xC0.log
ff,27,3.3,192,0xC0,7.039851e+07,ok,6.451653e+07,ok,-8.3553,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ff_T+027C_V3p3_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ff_T+027C_V3p3_code0xC0.log
ff,27,3.6,192,0xC0,7.426861e+07,ok,6.355365e+07,ok,-14.4273,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ff_T+027C_V3p6_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ff_T+027C_V3p6_code0xC0.log
ff,85,3,192,0xC0,7.591577e+07,ok,7.099395e+07,ok,-6.4833,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ff_T+085C_V3p0_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ff_T+085C_V3p0_code0xC0.log
ff,85,3.3,192,0xC0,7.822399e+07,ok,7.109607e+07,ok,-9.1122,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ff_T+085C_V3p3_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ff_T+085C_V3p3_code0xC0.log
ff,85,3.6,192,0xC0,8.017332e+07,ok,7.068295e+07,ok,-11.8373,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ff_T+085C_V3p6_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ff_T+085C_V3p6_code0xC0.log
ss,-40,3,192,0xC0,2.869102e+07,ok,2.715495e+07,ok,-5.3538,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ss_T-040C_V3p0_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ss_T-040C_V3p0_code0xC0.log
ss,-40,3.3,192,0xC0,3.231409e+07,ok,2.939472e+07,ok,-9.0344,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ss_T-040C_V3p3_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ss_T-040C_V3p3_code0xC0.log
ss,-40,3.6,192,0xC0,3.502452e+07,ok,3.122940e+07,ok,-10.8356,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ss_T-040C_V3p6_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ss_T-040C_V3p6_code0xC0.log
ss,27,3,192,0xC0,3.151488e+07,ok,2.939877e+07,ok,-6.7146,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ss_T+027C_V3p0_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ss_T+027C_V3p0_code0xC0.log
ss,27,3.3,192,0xC0,3.469056e+07,ok,3.113326e+07,ok,-10.2544,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ss_T+027C_V3p3_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ss_T+027C_V3p3_code0xC0.log
ss,27,3.6,192,0xC0,3.732183e+07,ok,3.303472e+07,ok,-11.4869,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ss_T+027C_V3p6_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ss_T+027C_V3p6_code0xC0.log
ss,85,3,192,0xC0,3.399107e+07,ok,3.179213e+07,ok,-6.4692,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ss_T+085C_V3p0_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ss_T+085C_V3p0_code0xC0.log
ss,85,3.3,192,0xC0,3.664953e+07,ok,3.393964e+07,ok,-7.3941,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ss_T+085C_V3p3_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ss_T+085C_V3p3_code0xC0.log
ss,85,3.6,192,0xC0,3.910151e+07,ok,3.558619e+07,ok,-8.9902,sim/pvt-postlayout/corners/20260907T131703Z/schematic_ss_T+085C_V3p6_code0xC0.log,sim/pvt-postlayout/corners/20260907T131703Z/extracted_ss_T+085C_V3p6_code0xC0.log
